h3,area_km2,land_km2,land_frac,zone,dist_land_km,province,district,gov_dest,gov_tier,lc_tree,lc_shrub,lc_grass,lc_crop,lc_built,lc_bare,lc_snow,lc_water,lc_wetland,lc_mangrove,lc_moss,lc_pixels,elev_mean,elev_max,elev_min,relief_m,population,pa_frac,pa_strict_frac,pa_marine_frac,ramsar_frac,pa_name,pa_category,ecoregion,lifezone,watershed,shallow_frac,dist_coast_km,n_accommodation,n_airport,n_attraction,n_beach,n_dive_surf,n_food_service,n_hotspring,n_marina_port,n_peak,n_reef_natural,n_trail,n_viewpoint,n_visitor_infra,n_waterfall,tt_gateway_h,tt_capital_h,gbif_records,gbif_species,sp_aves,sp_mammalia,sp_amphibia,sp_reptilia,s_forest,s_mangrove,s_wetland,s_shallow,s_relief,nat_features,nat_features_nb,beach_nb,s_nat_features,s_beach,s_shallow_nb,s_mangrove_nb,s_pa_attract,s_pa_cover,s_ramsar,s_species,s_records,s_eco_rare,s_lz_rare,accom_nb,food_nb,infra_nb,trail_nb,marine_ops_nb,airport_nb,s_accom,s_food,s_attract_infra,s_trails,s_marine_ops,s_airport,s_access_gw,s_access_cap,s_pop,NAV,TDL,ACC,BCV,coastal_exposure,s_coastal_exposure,s_protective_eco,s_upper_catchment,s_ws_exposure,RES,pop_neighbourhood,s_labour,is_comarca,s_comarca,s_decentral,JOBS,dist_road_km,dist_settlement_km,dist_colombia_km,advisory_zone,dev_feasible,infeasible_reason,sensitivity,protection_gap,supply_gap,pressure,fit_invest,fit_protect,fit_adapt,fit_manage,pct_fit_protect,pct_fit_invest,pct_fit_adapt,pct_fit_manage,primary,primary_fit,primary_rank,primary_label,secondary,in_gov_dest,eco_class,tourism_class
8666a1c17ffffff,36.92,8.203,0.222,coastal,0.0,Coclé,Antón,,,0.0681,0.0,0.1256,0.0018,0.0227,0.0037,0.0,0.7782,0.0,0.0,0.0,4364,3.6,33.9,0.0,33.9,2493.0,0.0,0.0,0.0,0.0,,,Panamanian dry forests,Tropical Dry Forest,Ríos entre el Antón y el Caimito,0.757,1.65,5,0,0,1,0,14,0,0,0,0,0,0,0,0,0.8,2.2,30406,360,342,8,10,0,19.4,0.0,0.0,84.8,18.3,1,4.0,4.0,72.0,84.8,91.8,0.0,0.0,0.0,0.0,84.3,90.3,88.5,92.3,9.5,16.0,1.5,0.0,0.0,0.5,91.7,87.9,59.6,0.0,0.0,43.9,81.4,77.1,77.8,43.2,63.9,79.9,47.8,27.21,91.7,76.9,19.9,95.6,84.0,20279.0,90.4,0,0.0,22.9,58.2,3.05,1.8,271.07,0,1,,28.7,84.0,0.0,0.0,52.3,65.6,62.1,31.8,94.2,85.0,97.2,87.5,ADAPT,62.1,97.2,Adapt / Strengthen,PROTECT; INVEST; MANAGE,0,Mixed / other,Established hub
8666a020fffffff,37.0,34.412,0.93,coastal,0.0,Coclé,Natá,,,0.0256,0.0,0.1223,0.1225,0.0007,0.2862,0.0,0.094,0.0384,0.3102,0.0,4374,4.3,28.3,0.0,28.3,122.0,0.0,0.0,0.0,0.0,,,South American Pacific mangroves,Tropical Dry Forest,Río Grande,0.062,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,4.03,2900,205,193,10,2,0,16.6,91.4,95.1,31.1,17.1,0,1.5,0.5,46.8,27.6,75.4,95.8,0.0,0.0,0.0,65.5,72.7,92.8,92.3,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,47.6,0.0,0.0,43.9,60.0,64.3,24.7,35.6,11.2,61.5,52.0,11.54,83.4,75.0,16.2,92.3,79.1,6764.0,74.8,0,0.0,35.7,50.8,6.72,6.73,302.97,0,1,,31.2,79.1,24.4,1.6,51.5,65.3,32.5,33.5,93.7,82.5,80.2,91.1,PROTECT,65.3,93.7,Protect / Restore,MANAGE,0,Mangrove,Marginal
866610367ffffff,36.4,0.0,0.0,nearshore,0.75,Comarca Kuna Yala,No asignado,,,0.731,0.0,0.0918,0.0,0.0072,0.0,0.0,0.17,0.0,0.0,0.0,4293,111.3,459.3,0.0,459.3,0.0,0.0,0.0,0.0,0.0,,,,,,0.146,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.56,13.69,7232,318,291,7,20,0,0.0,0.0,0.0,41.9,0.0,0,2.0,1.5,54.8,57.6,53.0,0.0,0.0,0.0,0.0,78.1,80.4,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,55.5,26.9,0.0,0.0,0.0,10.5,12.099999999999994,0.0,31.6,17.1,11.1,27.8,0.0,0.0,35.2,0.0,0.0,0.0,166.0,18.7,1,100.0,87.9,46.6,42.05,6.59,0.0,1,0,Darien Gap border region (standing travel advisories),16.7,31.6,14.5,0.0,29.8,45.3,12.9,15.2,38.5,21.4,51.2,16.1,NONE,0.0,0.0,No strong basis,,0,Dense forest,Emerging
8666a6297ffffff,36.71,6.917,0.188,coastal,0.0,Comarca Ngäbe Buglé,Kusapín,,,0.1845,0.0,0.0032,0.0,0.0,0.0016,0.0,0.81,0.0007,0.0,0.0,4348,2.4,22.7,0.0,22.7,0.0,1.0,0.0,0.806,0.194,Isla Escudo de Veraguas-Degó,Paisaje Protegido,Isthmian-Atlantic moist forests,Pre Montane Wet Forest,Río Cricamola y entre Cricamola y Calovébora,0.371,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,9.1,1,1,1,0,0,0,24.7,0.0,40.9,65.0,15.9,0,0.0,0.0,0.0,0.0,71.5,0.0,66.0,84.1,42.0,15.8,15.6,27.7,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.90000000000001,25.5,0.0,18.1,0.0,23.2,32.9,3.0,59.8,55.7,21.3,38.0,57.7,2998.0,55.8,1,100.0,74.5,60.3,23.7,4.73,445.7,0,0,no road access within 10 km,19.7,57.7,18.1,0.0,34.6,52.7,8.2,19.4,51.8,31.4,29.8,28.7,NONE,0.0,0.0,No strong basis,,0,Mixed / other,No mapped supply
8666b501fffffff,36.85,36.853,1.0,inland,0.0,Chiriquí,Tierras Altas,Tierras Altas - Renacimiento,priority,0.7991,0.0,0.2004,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,4361,1480.7,2293.9,1049.5,1244.4,196.0,0.002,0.002,0.0,0.0,La Amistad,Parque Internacional,Talamancan montane forests,Pre Montane Rain Forest,Río Chiriquí Viejo,0.0,8.67,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1.29,6.99,113414,588,469,92,27,0,62.5,0.0,0.0,0.0,97.3,5,20.0,0.0,96.5,0.0,17.8,0.0,16.7,16.0,0.0,97.8,97.2,82.4,87.3,6.5,7.5,9.0,40.5,0.0,0.5,87.4,80.4,91.5,99.2,0.0,43.9,76.4,39.5,28.6,65.9,76.4,63.5,61.0,0.0,0.0,0.0,82.1,78.9,80.5,14570.0,87.2,0,0.0,60.5,65.3,0.59,0.67,558.09,0,1,,36.7,80.3,0.0,9.6,54.6,69.6,63.5,42.5,98.7,90.6,97.6,98.5,PROTECT,69.6,98.7,Protect / Restore,INVEST; ADAPT; MANAGE,1,Dense forest,Established hub
8666b1c0fffffff,37.34,0.0,0.0,nearshore,8.12,Chiriquí,Barú,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,9.35,17,7,2,4,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,24.7,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1,24.299999999999997,0.0,10.9,0.0,39.1,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,75.7,28.3,13.36,13.84,574.41,0,0,no road access within 10 km,8.3,10.9,10.9,0.0,28.1,28.0,5.2,12.9,19.6,18.9,19.8,11.2,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
8666a26efffffff,37.49,0.0,0.0,marine,12.64,Veraguas,Las Palmas,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Isla Montuosa y Banco Hannibal,Zona Especial de Protección Marina,,,,0.0,16.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,7.59,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,84.1,0.0,17.6,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7,34.599999999999994,0.0,9.2,0.0,41.2,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,65.4,25.3,34.16,18.79,447.59,0,0,no road access within 10 km,8.9,9.2,9.2,0.0,25.5,24.1,2.7,13.8,15.0,15.3,8.3,12.9,NONE,0.0,0.0,No strong basis,,0,Open water,No mapped supply
866612847ffffff,36.5,36.504,1.0,inland,0.0,Darién,Santa Fe,,,0.6236,0.0,0.3764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4314,210.6,318.7,72.2,246.5,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Atlantic moist forests,Pre Montane Wet Forest,Río Santa Bárbara y entre Santa Bárbara y Chucunaque,0.0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,3.88,98,83,72,4,7,0,50.6,0.0,0.0,0.0,51.7,0,0.0,0.0,0.0,0.0,24.5,76.9,0.0,0.0,0.0,45.2,37.8,27.7,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,65.5,0.0,24.5,0.0,53.0,34.5,0.0,0.0,0.0,74.3,34.7,50.8,0.0,0.0,0,0.0,34.5,17.9,2.43,1.79,113.99,0,1,,20.7,50.8,24.5,0.0,42.2,49.5,9.5,24.0,44.8,49.1,37.3,48.0,NONE,0.0,0.0,No strong basis,,0,Dense forest,No mapped supply
8666a0ce7ffffff,36.66,0.0,0.0,nearshore,0.61,Veraguas,Santa Fe,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4343,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.21,0.0,Reverendo Padre Jesús Héctor Gallego Herrera,Parque Nacional,,,,0.101,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,5.99,281,125,123,1,1,0,0.0,0.0,0.0,36.0,0.0,0,0.5,0.5,23.5,27.6,56.7,0.0,38.6,33.4,0.0,53.3,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,47.9,0.0,29.5,0.0,41.7,29.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0,0.0,52.1,20.7,29.36,4.1,379.62,0,0,no road access within 10 km,25.8,23.3,29.5,0.0,37.0,29.4,4.3,21.1,21.3,36.3,17.2,35.9,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
8666a395fffffff,37.2,37.205,1.0,inland,0.0,Herrera,Parita,Chitre - Parita,priority,0.3527,0.0,0.6207,0.0209,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,4395,34.5,109.3,9.1,100.2,775.0,0.0,0.0,0.0,0.0,,,Panamanian dry forests,Tropical Dry Forest,Río Parita,0.0,11.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,3.59,8606,273,245,18,10,0,33.8,0.0,0.0,0.0,30.4,0,1.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,72.8,82.4,88.5,92.3,1.0,1.0,1.0,0.0,0.0,0.0,47.5,39.1,47.6,0.0,0.0,0.0,66.2,67.8,50.8,31.2,33.3,66.8,48.0,0.77,0.0,0.0,32.2,41.7,36.6,16762.0,89.0,0,0.0,32.2,56.9,0.1,0.29,305.19,0,1,,28.8,36.6,0.0,0.0,46.7,55.7,32.3,30.1,62.3,64.8,80.0,82.7,MANAGE,30.1,82.7,Manage / Avoid,ADAPT,1,Forest mosaic,Emerging
866613ab7ffffff,36.96,36.956,1.0,inland,0.0,Darién,Pinogana,,,0.9989,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4350,708.6,1164.1,329.7,834.4,0.0,1.0,1.0,0.0,0.0,Darién,Parque Nacional,Eastern Panamanian montane forests,Pre Montane Rain Forest,Río Tuira,0.0,13.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26.65,26.79,22597,546,506,12,28,0,88.7,0.0,0.0,0.0,87.6,1,1.5,0.0,46.8,0.0,0.0,0.0,93.8,84.1,0.0,96.2,88.3,95.7,87.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.9000000000000057,1.0,0.0,68.0,4.8,0.9,75.1,0.0,0.0,0.0,91.2,26.8,49.4,0.0,0.0,0,0.0,99.0,24.9,26.9,11.71,15.42,1,0,Darien Gap border region (standing travel advisories),85.1,0.7,63.2,0.0,17.7,19.1,14.2,20.3,8.8,5.2,54.9,32.8,PROTECT,19.1,8.8,Protect / Restore,,0,Dense forest,Marginal
8666120afffffff,36.76,34.005,0.925,coastal,0.0,Panamá,Balboa,Archipielago de Las Perlas,action_plan,0.9029,0.0,0.0007,0.0,0.0002,0.0007,0.0,0.0762,0.0002,0.0191,0.0,4346,63.5,197.5,-0.3,197.8,49.0,1.0,0.0,0.547,0.0,Archipiélago de Las Perlas,Zona Especial de Manejo Marino Costero,Chocó-Darién moist forests,Tropical Moist Forest,,0.062,1.25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7.42,7.52,1234,195,177,13,5,0,70.2,44.5,22.6,31.1,45.5,2,5.5,5.5,79.6,90.9,65.0,51.8,66.0,84.1,0.0,63.8,64.2,70.9,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,35.3,18.4,66.8,0.0,26.3,58.2,1.78,52.1,29.8,67.2,0.0,39.4,89.0,16.9,0,0.0,64.7,27.2,7.11,2.9,146.48,0,1,,34.9,66.8,66.8,0.0,48.8,61.7,10.1,26.1,84.8,72.4,41.1,61.2,PROTECT,61.7,84.8,Protect / Restore,,1,Dense forest,No mapped supply
8666a054fffffff,36.82,36.821,1.0,inland,0.0,Veraguas,Santa Fe,,,0.9961,0.0,0.0,0.0,0.0,0.0034,0.0,0.0005,0.0,0.0,0.0,4361,629.4,1386.6,235.0,1151.6,0.0,1.0,1.0,0.0,0.0,Santa Fé,Parque Nacional,Talamancan montane forests,Lower Montane Rain Forest,Ríos entre Calovévora y Veraguas,0.0,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74,13.14,120,78,78,0,0,0,85.3,0.0,0.0,0.0,95.7,0,9.5,0.0,89.0,0.0,0.0,0.0,93.8,84.1,0.0,44.2,39.2,82.4,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.200000000000005,13.0,0.0,69.0,0.0,13.1,60.0,0.0,0.0,0.0,84.9,18.0,39.1,0.0,0.0,0,0.0,87.0,24.4,9.86,8.91,370.37,0,0,over 8 h from the nearest tourism gateway,76.0,0.7,69.0,0.0,38.4,21.9,8.7,30.6,12.1,39.5,32.3,84.3,PROTECT,21.9,12.1,Protect / Restore,,0,Dense forest,No mapped supply
8666106a7ffffff,36.59,35.846,0.98,inland,0.0,Darién,Santa Fe,,,0.4532,0.0,0.2015,0.0,0.0,0.0,0.0,0.0232,0.0,0.3221,0.0,4318,97.5,321.8,0.0,321.8,261.0,0.338,0.0,0.0,0.0,Filo del Tallo - Canglón,Reserva Hidrológica,Isthmian-Atlantic moist forests,Tropical Moist Forest,Río Santa Bárbara y entre Santa Bárbara y Chucunaque,0.031,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.43,4412,322,301,19,2,0,39.4,92.2,0.0,24.8,58.7,0,0.0,0.0,0.0,0.0,62.1,97.3,36.6,39.5,0.0,79.2,76.6,27.7,33.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.1,0.0,0.0,66.1,0.0,40.7,60.5,31.4,40.6,15.2,47.6,49.7,0.0,0.0,0.0,53.6,34.7,43.1,1846.0,44.9,0,0.0,39.5,36.0,0.68,0.8,66.39,0,1,,29.8,43.1,25.4,0.0,46.9,56.5,27.8,28.1,65.4,65.7,75.8,74.2,MANAGE,28.1,74.2,Manage / Avoid,,0,Mangrove,Emerging
8666b5af7ffffff,36.84,36.836,1.0,inland,0.0,Comarca Ngäbe Buglé,Jirondai,,,0.9885,0.0,0.0103,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,4361,1346.8,2087.2,422.1,1665.1,0.0,0.898,0.0,0.0,0.0,Palo Seco,Bosque Protector,Talamancan montane forests,Lower Montane Rain Forest,Ríos entre Changuinola y Cricamola,0.0,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64,13.91,52044,599,545,22,32,0,81.6,0.0,0.0,0.0,99.9,0,10.5,0.0,90.1,0.0,15.2,0.0,53.2,60.5,0.0,98.2,94.2,82.4,97.7,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,59.6,28.9,0.0,0.0,18.200000000000003,11.700000000000005,0.0,73.1,13.6,15.9,70.8,0.0,0.0,0.0,98.8,74.2,85.6,0.0,0.0,1,100.0,88.3,40.7,7.03,4.33,515.01,0,0,over 8 h from the nearest tourism gateway,42.5,85.6,59.5,0.0,50.2,76.3,40.7,31.0,99.9,77.9,87.2,85.5,PROTECT,76.3,99.9,Protect / Restore,,0,Dense forest,Emerging
86661672fffffff,36.17,36.167,1.0,inland,0.0,Panamá,Chepo,,,0.8347,0.0,0.1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4283,281.1,515.1,102.4,412.7,0.0,0.0,0.0,0.0,0.0,,,Chocó-Darién moist forests,Tropical Moist Forest,Río Bayano,0.0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.43,3327,281,268,6,7,0,65.1,0.0,0.0,0.0,67.2,0,0.0,0.0,0.0,0.0,46.8,0.0,0.0,0.0,0.0,74.4,73.6,70.9,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,76.0,0.0,34.4,0.0,68.7,46.9,0.0,0.0,0.0,77.4,66.8,71.9,0.0,0.0,0,0.0,24.0,19.0,1.2,1.23,165.78,0,1,,28.1,71.9,34.4,0.0,45.5,57.6,11.2,28.2,70.0,60.7,45.7,74.9,MANAGE,28.2,74.9,Manage / Avoid,,0,Dense forest,No mapped supply
86661331fffffff,37.11,1.489,0.04,coastal,0.0,Darién,Pinogana,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4368,596.4,972.3,275.1,697.2,0.0,0.04,0.04,0.0,0.0,Darién,Parque Nacional,Eastern Panamanian montane forests,Pre Montane Rain Forest,Río Tuira,0.0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,18.93,11,7,5,1,1,0,96.3,0.0,0.0,0.0,82.8,0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,22.9,0.0,24.7,24.0,95.7,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.799999999999997,0.0,37.2,0.0,4.3,52.0,0.0,0.0,0.0,84.2,26.8,33.3,0.0,0.0,0,0.0,95.2,24.6,54.49,19.91,0.0,1,0,Darien Gap border region (standing travel advisories),32.8,35.7,37.2,0.0,19.9,36.1,5.6,14.7,28.0,7.7,20.7,15.0,PROTECT,36.1,28.0,Protect / Restore,,0,Dense forest,No mapped supply
8666b535fffffff,37.0,36.14,0.977,coastal,0.0,Chiriquí,Gualaca,,,0.4275,0.0,0.5386,0.0,0.0087,0.0002,0.0,0.0249,0.0,0.0,0.0,4374,179.7,433.8,101.8,332.0,4245.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Pre Montane Wet Forest,Río Chiriquí,0.0,2.34,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0.73,6.01,11846,364,348,9,7,0,38.3,0.0,0.0,0.0,59.9,0,1.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,84.9,84.0,51.5,77.3,0.0,4.5,3.0,0.5,0.0,0.0,0.0,71.8,74.0,28.9,0.0,0.0,81.9,47.8,86.0,38.5,32.0,70.0,45.4,0.0,0.0,0.0,38.4,98.1,43.0,7678.0,77.5,0,0.0,52.2,60.4,0.18,1.39,509.01,0,1,,27.2,43.0,6.5,0.0,54.8,59.9,44.7,28.8,78.9,91.1,89.4,78.0,ADAPT,44.7,89.4,Adapt / Strengthen,PROTECT; MANAGE,0,Forest mosaic,Emerging
8666a2a2fffffff,37.09,37.086,1.0,inland,0.0,Veraguas,Cañazas,,,0.5706,0.0,0.429,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,4385,124.4,258.5,64.6,193.9,681.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Moist Forest,Río San Pablo,0.0,4.96,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.33,4.74,269,97,96,1,0,0,46.9,0.0,0.0,0.0,44.9,0,5.5,0.0,79.6,0.0,0.0,0.0,0.0,0.0,0.0,47.6,47.0,51.5,33.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.2,0.0,50.9,57.8,47.4,40.8,8.6,53.3,33.3,0.0,0.0,0.0,41.2,61.7,50.4,6954.0,75.4,0,0.0,42.2,50.9,1.72,0.25,390.85,0,1,,20.0,50.4,32.2,0.0,54.7,53.1,22.0,23.4,53.0,90.8,68.7,44.8,INVEST,54.7,90.8,Invest / Develop,,0,Forest mosaic,Marginal
866612b87ffffff,36.6,31.589,0.863,coastal,0.0,Panamá,Chimán,,,0.4127,0.0,0.2532,0.0,0.0,0.0,0.0,0.1248,0.0,0.2093,0.0,4320,30.6,182.2,0.0,182.2,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Atlantic moist forests,Tropical Moist Forest,Ríos entre el Bayano y el Santa Bárbara,0.095,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.43,3.56,346,141,131,4,6,0,37.2,82.4,0.0,35.4,42.9,1,1.0,1.0,37.3,46.5,80.5,88.3,0.0,0.0,0.0,56.3,51.2,27.7,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6,68.1,0.0,40.4,0.0,56.1,38.3,0.0,0.0,64.9,43.2,22.5,21.8,0.0,0.0,0,0.0,31.9,17.9,0.95,2.41,113.95,0,1,,23.0,40.4,40.4,0.0,43.4,45.8,7.9,23.5,39.3,53.6,28.3,45.3,INVEST,43.4,53.6,Invest / Develop,,0,Mangrove,No mapped supply
8666a56a7ffffff,36.68,36.68,1.0,inland,0.0,Panamá Oeste,Capira,Riviera Pacifica - Valle de Anton - El Cope - Penonome,priority,0.8751,0.0,0.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4341,515.1,905.1,224.8,680.3,0.0,0.365,0.365,0.0,0.0,Altos de Campana,Parque Nacional,Isthmian-Atlantic moist forests,Tropical Wet Forest,Canal de Panamá,0.0,15.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.44,2.69,212742,529,477,0,52,0,67.3,0.0,0.0,0.0,82.3,1,2.5,0.5,60.9,27.6,0.0,0.0,48.5,40.5,0.0,94.9,98.8,27.7,61.3,0.0,2.0,1.5,2.5,0.0,0.0,0.0,55.5,59.6,70.4,0.0,0.0,62.6,74.1,0.0,62.5,30.0,66.6,53.5,0.0,0.0,0.0,91.1,89.3,90.2,11186.0,83.7,0,0.0,25.9,52.5,2.74,1.75,273.59,0,1,,46.7,57.3,32.5,3.4,61.0,65.6,51.8,36.0,94.2,99.2,93.4,94.2,INVEST,61.0,99.2,Invest / Develop,PROTECT; ADAPT; MANAGE,1,Dense forest,Emerging
8666a3c9fffffff,37.37,37.369,1.0,inland,0.0,Veraguas,Soná,Pacifico Veraguense - Golfo de Montijo - Santa Catalina - Mariato,priority,0.7028,0.0,0.2965,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,4415,135.8,410.5,22.3,388.2,811.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Moist Forest,Río San Pablo,0.0,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,5.06,292,107,98,5,4,0,55.5,0.0,0.0,0.0,65.2,0,0.0,0.0,0.0,0.0,33.9,86.3,0.0,0.0,0.0,50.2,47.9,51.5,33.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,48.4,55.6,52.1,28.3,5.3,50.9,35.8,0.0,0.0,0.0,48.8,61.7,54.9,4387.0,64.8,0,0.0,44.4,46.7,1.51,2.71,379.59,0,1,,21.5,54.9,23.0,0.0,47.8,54.5,18.3,25.2,58.0,68.8,63.3,55.2,NONE,0.0,0.0,No strong basis,,1,Dense forest,Marginal
8666a2297ffffff,37.4,0.086,0.002,nearshore,0.0,Veraguas,Las Palmas,,,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.9984,0.0,0.0,0.0,4417,0.1,29.6,0.0,29.6,0.0,0.509,0.509,0.509,0.0,Coiba,Parque Nacional,Southern Mesoamerican Pacific mangroves,Tropical Moist Forest,,0.0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,6.57,65,47,45,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,46.2,0.0,38.7,35.3,97.9,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,43.0,0.0,10.4,0.0,46.9,23.2,0.08,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,57.0,24.0,16.36,13.9,430.2,0,0,no road access within 10 km,34.3,5.1,10.4,0.0,31.3,22.3,3.0,21.7,12.7,23.9,11.1,38.1,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
8666a088fffffff,36.62,36.616,1.0,inland,0.0,Colón,Donoso,,,0.9087,0.0,0.0104,0.0,0.0014,0.0445,0.0,0.035,0.0,0.0,0.0,4337,79.7,189.2,35.5,153.7,0.0,0.968,0.0,0.968,0.0,Donoso y Omar Torrijos Herrera,Área de Recursos Manejados,Isthmian-Atlantic moist forests,Tropical Wet Forest,Río Belén y entre Río Belén y Río Coclé del Norte,0.0,10.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,3.49,1542,276,260,6,10,0,70.9,0.0,0.0,0.0,38.9,0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,64.9,0.0,73.3,66.2,27.7,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,68.6,0.0,38.4,0.0,67.9,51.2,0.0,0.0,0.0,62.7,19.5,35.0,0.0,0.0,0,0.0,31.4,21.4,0.23,3.63,349.33,0,1,,30.7,38.4,38.4,1.2,48.3,56.0,11.3,31.2,63.6,70.8,46.1,86.1,MANAGE,31.2,86.1,Manage / Avoid,,0,Dense forest,No mapped supply
