h3,area_km2,land_km2,land_frac,zone,dist_land_km,province,district,gov_dest,gov_tier,lc_tree,lc_shrub,lc_grass,lc_crop,lc_built,lc_bare,lc_snow,lc_water,lc_wetland,lc_mangrove,lc_moss,lc_pixels,elev_mean,elev_max,elev_min,relief_m,population,pa_frac,pa_strict_frac,pa_marine_frac,ramsar_frac,pa_name,pa_category,ecoregion,lifezone,watershed,shallow_frac,dist_coast_km,n_accommodation,n_airport,n_attraction,n_beach,n_dive_surf,n_food_service,n_hotspring,n_marina_port,n_peak,n_reef_natural,n_trail,n_viewpoint,n_visitor_infra,n_waterfall,tt_gateway_h,tt_capital_h,gbif_records,gbif_species,sp_aves,sp_mammalia,sp_amphibia,sp_reptilia,s_forest,s_mangrove,s_wetland,s_shallow,s_relief,nat_features,nat_features_nb,beach_nb,s_nat_features,s_beach,s_shallow_nb,s_mangrove_nb,s_pa_attract,s_pa_cover,s_ramsar,s_species,s_records,s_eco_rare,s_lz_rare,accom_nb,food_nb,infra_nb,trail_nb,marine_ops_nb,airport_nb,s_accom,s_food,s_attract_infra,s_trails,s_marine_ops,s_airport,s_access_gw,s_access_cap,s_pop,NAV,TDL,ACC,BCV,coastal_exposure,s_coastal_exposure,s_protective_eco,s_upper_catchment,s_ws_exposure,RES,pop_neighbourhood,s_labour,is_comarca,s_comarca,s_decentral,JOBS,dist_road_km,dist_settlement_km,dist_colombia_km,advisory_zone,dev_feasible,infeasible_reason,sensitivity,protection_gap,supply_gap,pressure,fit_invest,fit_protect,fit_adapt,fit_manage,pct_fit_protect,pct_fit_invest,pct_fit_adapt,pct_fit_manage,primary,primary_fit,primary_rank,primary_label,secondary,in_gov_dest,eco_class,tourism_class
8666b5137ffffff,36.69,36.689,1.0,inland,0.0,Bocas del Toro,Almirante,,,0.9751,0.0,0.0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345,1387.4,1872.4,829.1,1043.3,0.0,1.0,0.001,0.0,0.0,La Amistad y Palo Seco,Parque Nacional y Bosque Protector,Talamancan montane forests,Pre Montane Rain Forest,Río Changuinola,0.0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.68,20.38,156,73,46,18,9,0,78.9,0.0,0.0,0.0,92.9,0,1.5,0.0,46.8,0.0,0.0,0.0,73.8,84.1,0.0,43.3,41.5,82.4,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.900000000000006,3.799999999999997,0.0,55.4,0.0,7.1,57.3,0.0,0.0,0.0,74.0,71.2,72.6,0.0,0.0,0,0.0,96.2,25.8,19.05,9.07,564.96,0,0,over 8 h from the nearest tourism gateway,34.4,72.5,55.4,0.0,33.1,62.5,9.3,21.2,87.1,27.8,36.1,36.2,PROTECT,62.5,87.1,Protect / Restore,,0,Dense forest,No mapped supply
8666a5c17ffffff,36.23,0.0,0.0,nearshore,1.52,Colón,Colón,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,1.42,38828,604,502,80,22,0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.5,54.8,57.6,57.2,25.0,0.0,0.0,0.0,98.6,92.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,27.1,24.1,0.0,0.0,35.4,43.9,81.3,81.1,0.0,41.1,20.7,81.2,37.6,1.77,51.3,0.0,0.0,0.0,0.0,454.0,25.6,0,0.0,18.9,31.2,5.41,6.61,296.61,0,1,,22.6,41.1,20.4,0.0,45.4,43.5,20.2,23.8,36.2,60.4,66.2,47.0,INVEST,45.4,60.4,Invest / Develop,,0,Coastal water,Emerging
8666b1d27ffffff,37.18,20.293,0.546,coastal,0.0,Chiriquí,Barú,Golfo de Chiriqui - Baru,action_plan,0.9276,0.0,0.0724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4393,290.1,653.3,100.4,552.9,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Wet Forest,Río Coto y Vecinos,0.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,7.68,5774,314,298,4,12,0,72.6,0.0,0.0,0.0,76.3,0,0.5,0.0,23.5,0.0,23.3,0.0,0.0,0.0,0.0,77.7,78.9,51.5,61.3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,79.7,0.0,0.0,68.8,34.0,0.0,42.9,8.0,56.6,49.5,0.0,0.0,0.0,92.8,60.0,52.2,0.0,0.0,0,0.0,66.0,30.3,0.36,2.52,578.56,0,1,,29.7,52.2,34.9,0.0,44.4,54.7,22.0,26.7,58.7,57.2,68.7,64.8,MANAGE,26.7,64.8,Manage / Avoid,,1,Dense forest,Marginal
8666a2807ffffff,36.9,36.904,1.0,inland,0.0,Comarca Ngäbe Buglé,Müna,,,0.9762,0.0,0.0192,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,4369,1468.1,1896.6,874.5,1022.1,0.0,0.0,0.0,0.0,0.0,,,Talamancan montane forests,Pre Montane Rain Forest,Río Tabasará,0.0,22.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,13.81,10,8,8,0,0,0,79.0,0.0,0.0,0.0,92.3,0,0.5,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,25.4,23.7,82.4,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.700000000000005,11.900000000000006,0.0,37.6,0.0,13.1,44.3,0.0,0.0,0.0,95.0,51.8,70.1,1435.0,40.3,1,100.0,88.1,55.9,15.91,2.16,432.57,0,0,over 8 h from the nearest tourism gateway,26.6,70.1,37.6,0.0,37.4,61.6,9.3,19.6,84.3,36.9,36.1,29.6,PROTECT,61.6,84.3,Protect / Restore,,0,Dense forest,No mapped supply
86661295fffffff,36.44,36.441,1.0,inland,0.0,Panamá,Chimán,,,0.916,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4309,640.3,1414.9,140.3,1274.6,1199.0,0.0,0.0,0.0,0.0,,,Eastern Panamanian montane forests,Tropical Wet Forest,Ríos entre el Bayano y el Santa Bárbara,0.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,7.0,13087,463,423,14,26,0,71.7,0.0,0.0,0.0,97.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,84.5,95.7,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.200000000000003,39.4,60.7,43.2,0.0,28.9,59.1,0.0,0.0,0.0,96.1,22.5,46.5,1382.0,40.0,0,0.0,60.6,35.8,6.13,5.54,117.44,0,1,,35.5,46.5,43.2,0.0,45.0,59.3,10.1,26.3,76.8,59.3,41.1,62.5,PROTECT,59.3,76.8,Protect / Restore,,0,Dense forest,No mapped supply
8666a3a77ffffff,37.42,37.422,1.0,inland,0.0,Los Santos,Las Tablas,,,0.5502,0.0,0.4498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4418,221.1,536.7,97.9,438.8,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Moist Forest,Ríos entre el Tonosí y La Villa,0.0,17.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,4.52,600,112,98,10,4,0,45.6,0.0,0.0,0.0,68.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1,56.5,51.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,59.9,0.0,27.2,0.0,55.7,33.9,0.0,0.0,0.0,68.5,81.0,74.5,1740.0,44.2,0,0.0,40.1,38.4,0.88,0.55,272.88,0,1,,20.3,74.5,27.2,0.0,44.8,55.1,10.9,23.5,60.0,58.6,44.8,45.3,NONE,0.0,0.0,No strong basis,,0,Forest mosaic,No mapped supply
8666a206fffffff,37.19,37.19,1.0,inland,0.0,Comarca Ngäbe Buglé,Ñürün,,,0.7908,0.0,0.204,0.0,0.0007,0.0,0.0,0.0045,0.0,0.0,0.0,4398,293.5,643.8,33.5,610.3,2776.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Pre Montane Wet Forest,Río Tabasará,0.0,6.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.15,4.6,6,5,0,3,2,0,61.8,0.0,0.0,0.0,80.1,1,2.5,0.0,60.9,0.0,0.0,0.0,0.0,0.0,0.0,21.9,20.9,51.5,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,59.1,80.6,40.3,0.0,63.9,34.2,0.0,0.0,0.0,53.2,51.8,52.5,4948.0,68.9,1,100.0,40.9,66.1,0.69,0.86,420.11,0,1,,20.5,52.5,40.3,0.0,56.9,53.8,18.3,23.6,55.6,95.0,63.3,46.0,INVEST,56.9,95.0,Invest / Develop,,0,Dense forest,No mapped supply
8666a0667ffffff,37.05,37.045,1.0,inland,0.0,Veraguas,Calobre,,,0.6101,0.0002,0.3753,0.0121,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,4381,76.6,190.5,28.8,161.7,648.0,1.0,0.0,0.0,0.0,Cuenca del Río Santa María,Reserva Hidrológica,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Santa María,0.0,16.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,3.81,574,135,117,9,9,0,49.7,0.0,0.0,0.0,40.2,0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,84.1,0.0,55.5,55.9,51.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.4,66.1,46.9,33.0,0.0,64.3,44.3,0.0,0.0,0.0,49.0,85.8,64.8,4844.0,68.0,0,0.0,33.9,48.4,1.24,0.84,334.6,0,1,,26.6,64.8,33.0,0.0,50.8,59.6,15.1,27.5,78.0,80.3,57.1,70.5,PROTECT,59.6,78.0,Protect / Restore,,0,Dense forest,No mapped supply
8666b5c0fffffff,36.65,36.647,1.0,inland,0.0,Bocas del Toro,Changuinola,,,0.9864,0.0,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4342,2531.3,3206.5,1514.4,1692.1,0.0,1.0,1.0,0.0,0.0,La Amistad,Parque Internacional,Talamancan montane forests,Montane Rain Forest,Río Changuinola,0.0,5.79,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11.95,17.65,81,55,45,0,10,0,81.1,0.0,0.0,0.0,99.9,4,9.5,0.0,89.0,0.0,0.0,0.0,93.8,84.1,0.0,39.9,36.4,82.4,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.599999999999994,6.400000000000006,0.0,68.1,0.0,10.4,58.1,0.0,0.0,0.0,97.0,71.2,83.1,0.0,0.0,0,0.0,93.6,25.9,30.77,20.76,587.86,0,0,over 8 h from the nearest tourism gateway,74.9,0.8,68.1,0.0,37.7,26.8,10.0,28.8,18.0,37.6,40.5,78.0,PROTECT,26.8,18.0,Protect / Restore,,0,Dense forest,No mapped supply
8666a66efffffff,36.8,36.801,1.0,inland,0.0,Comarca Ngäbe Buglé,Kankintú,,,0.9497,0.0,0.0381,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,4358,236.8,669.6,47.9,621.7,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Atlantic moist forests,Tropical Wet Forest,Río Cricamola y entre Cricamola y Calovébora,0.0,15.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,12.0,4821,320,308,12,0,0,75.5,0.0,0.0,0.0,80.6,0,1.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,78.7,77.7,27.7,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.90000000000001,14.799999999999995,0.0,47.3,0.0,20.7,47.1,0.0,0.0,0.0,69.0,38.0,51.2,0.0,0.0,1,100.0,85.2,41.1,6.35,0.47,459.7,0,1,,28.3,51.2,47.3,0.0,43.2,58.1,10.6,22.0,71.9,52.8,43.5,39.6,PROTECT,58.1,71.9,Protect / Restore,,0,Dense forest,No mapped supply
86668489fffffff,37.67,3.903,0.104,coastal,0.0,Veraguas,Montijo,,,0.0972,0.0,0.0009,0.0,0.0,0.0,0.0,0.9019,0.0,0.0,0.0,4446,7.3,129.0,-1.4,130.4,0.0,1.0,1.0,1.0,0.0,Coiba,Parque Nacional,Isthmian-Pacific moist forests,Pre Montane Wet Forest,,0.11,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28,9.59,288,87,77,9,1,0,20.7,0.0,0.0,37.1,35.5,0,3.5,0.0,69.1,0.0,43.6,0.0,93.8,84.1,0.0,46.0,47.7,51.5,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.299999999999997,23.299999999999997,0.0,44.3,0.0,25.2,39.9,0.0,0.0,30.6,27.4,0.0,0.0,0.0,0.0,0,0.0,76.7,24.4,21.11,4.5,441.87,0,0,no road access within 10 km,63.9,0.4,44.3,0.0,39.1,20.4,3.0,26.8,10.4,41.0,11.1,65.4,NONE,0.0,0.0,No strong basis,,0,Mixed / other,No mapped supply
866613437ffffff,37.05,10.175,0.275,coastal,0.0,Darién,Chepigana,,,0.2706,0.0,0.0,0.0,0.0,0.0,0.0,0.7294,0.0,0.0,0.0,4368,69.3,581.4,0.0,581.4,0.0,0.992,0.275,0.0,0.0,Bahía Piña,Area Recreativa,Chocó-Darién moist forests,Tropical Moist Forest,Ríos entre el Sambú y el Juradó,0.37,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69,10.82,42,33,32,0,1,0,28.9,0.0,0.0,64.9,78.2,0,0.0,0.0,0.0,0.0,67.2,0.0,77.5,66.8,0.0,36.1,31.3,70.9,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.799999999999995,18.0,0.0,33.1,0.0,15.9,35.7,0.0,0.0,55.7,32.7,31.1,22.3,0.0,0.0,0,0.0,82.0,23.5,21.28,9.77,66.55,0,0,over 8 h from the nearest tourism gateway,32.4,24.0,33.1,0.0,32.6,36.1,6.4,22.0,28.0,26.4,23.1,39.6,NONE,0.0,0.0,No strong basis,,0,Mixed / other,No mapped supply
866610027ffffff,36.28,33.052,0.911,coastal,0.0,Comarca Kuna Yala,No asignado,,,0.8678,0.0,0.0016,0.0,0.0,0.0,0.0,0.0897,0.0002,0.0406,0.0,4283,122.1,611.4,0.0,611.4,0.0,0.031,0.0,0.0,0.0,Serranía de Darién,Reserva Hidrológica,Chocó-Darién moist forests,Tropical Wet Forest,Ríos entre el Mandinga y Armila,0.16,2.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.37,14.5,113,89,88,1,0,0,66.9,57.1,22.6,43.9,80.1,1,2.0,0.5,54.8,27.6,75.8,68.8,21.3,22.0,0.0,46.5,38.6,70.9,61.3,0.5,0.0,0.0,0.5,1.0,1.0,27.1,0.0,0.0,28.9,66.1,82.9,9.5,10.799999999999995,0.0,53.0,23.7,10.0,50.8,1.11,46.4,44.6,71.2,54.8,45.5,1032.0,35.1,1,100.0,89.2,53.2,18.14,4.08,45.46,0,0,over 8 h from the nearest tourism gateway,30.5,53.0,29.3,0.0,34.6,61.1,26.4,19.4,83.0,31.4,74.5,28.7,PROTECT,61.1,83.0,Protect / Restore,,0,Mangrove,Emerging
8666b5477ffffff,36.89,0.0,0.0,nearshore,7.0,Chiriquí,Renacimiento,,,0.8022,0.0,0.1953,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,4367,1049.4,1548.7,717.4,831.3,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,7.92,1898,75,0,0,75,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,68.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,32.5,0.0,0.0,0.0,54.1,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,67.5,30.0,10.87,11.87,589.93,0,0,no road access within 10 km,4.7,0.0,0.0,0.0,11.6,12.4,3.1,9.2,1.5,1.6,12.1,4.8,NONE,0.0,0.0,No strong basis,,0,Dense forest,No mapped supply
8666160afffffff,36.07,34.831,0.966,coastal,0.0,Comarca Kuna Yala,No asignado,,,0.8939,0.0002,0.0579,0.0,0.0,0.0012,0.0,0.0368,0.0002,0.0098,0.0,4268,124.4,571.0,0.0,571.0,0.0,0.95,0.0,0.0,0.0,Narganá,Area Silvestre,Chocó-Darién moist forests,Pre Montane Wet Forest,Ríos entre el Mandinga y Armila,0.045,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,6.72,46,27,21,1,5,0,69.4,35.7,22.6,27.9,77.5,0,0.5,0.0,23.5,0.0,52.2,55.2,55.4,63.5,0.0,34.7,32.6,70.9,77.3,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,35.4,43.9,24.59999999999999,41.5,0.0,44.9,6.2,30.5,51.9,8.0,76.9,26.0,73.5,54.8,44.7,0.0,0.0,1,100.0,58.5,34.5,15.34,8.02,171.95,0,0,no road access within 10 km,31.1,44.9,38.7,0.0,44.0,59.3,27.5,25.5,76.8,55.8,75.5,57.0,PROTECT,59.3,76.8,Protect / Restore,,0,Dense forest,Marginal
8666a2b47ffffff,37.04,37.043,1.0,inland,0.0,Veraguas,Cañazas,,,0.5875,0.0,0.4027,0.0002,0.0075,0.0,0.0,0.0021,0.0,0.0,0.0,4383,307.1,679.0,129.0,550.0,2306.0,0.896,0.0,0.0,0.0,Cuenca del Río Santa María,Reserva Hidrológica,Isthmian-Pacific moist forests,Tropical Moist Forest,Río Santa María,0.0,7.78,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.7,4.1,522,128,117,3,8,0,48.0,0.0,0.0,0.0,76.2,2,10.5,0.0,90.1,0.0,0.0,0.0,53.0,60.3,0.0,53.8,54.3,51.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9,63.7,75.4,55.9,0.0,60.6,41.1,0.0,0.0,0.0,65.0,85.8,74.7,6857.0,75.1,0,0.0,36.3,50.9,0.13,0.96,382.96,0,1,,24.7,74.7,55.9,0.0,60.9,59.4,13.6,25.7,77.3,99.2,53.4,58.4,INVEST,60.9,99.2,Invest / Develop,PROTECT,0,Forest mosaic,No mapped supply
866684107ffffff,37.73,0.0,0.0,nearshore,3.28,Veraguas,Montijo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4452,0.0,0.0,0.0,0.0,0.0,1.0,0.795,1.0,0.0,Coiba,Parque Nacional,,,,0.0,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,9.6,398,100,98,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.5,0.0,84.2,84.1,0.0,48.1,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.200000000000003,23.200000000000003,0.0,25.7,0.0,25.2,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,76.8,24.4,26.41,15.42,440.58,0,0,no road access within 10 km,51.3,5.3,25.7,0.0,33.6,23.8,3.0,23.7,14.6,29.1,11.1,46.6,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
8666a3db7ffffff,37.21,37.211,1.0,inland,0.0,Veraguas,Soná,Pacifico Veraguense - Golfo de Montijo - Santa Catalina - Mariato,priority,0.6244,0.0,0.3743,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,4398,91.9,482.6,12.7,469.9,232.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Moist Forest,Río San Pablo,0.0,16.34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4,4.8,656,156,136,8,12,0,50.7,0.0,0.0,0.0,71.3,1,4.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7,58.1,51.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,57.3,29.8,45.6,0.0,52.6,37.0,0.0,0.0,0.0,39.5,61.7,49.4,5694.0,71.3,0,0.0,42.7,49.2,1.47,0.39,384.48,0,1,,22.2,49.4,45.6,0.0,54.1,55.1,24.1,24.4,60.0,89.4,71.9,50.3,INVEST,54.1,89.4,Invest / Develop,,1,Dense forest,No mapped supply
8666a23afffffff,37.29,36.895,0.989,inland,0.0,Veraguas,Las Palmas,,,0.6181,0.0,0.1642,0.0,0.0,0.0,0.0,0.0234,0.0025,0.1919,0.0,4409,37.8,189.1,0.0,189.1,0.0,0.0,0.0,0.0,0.0,,,Isthmian-Pacific moist forests,Tropical Wet Forest,Río Tabasará,0.029,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,5.93,5,5,0,3,2,0,50.2,80.6,63.6,24.0,43.9,0,0.5,0.5,23.5,27.6,48.9,92.9,0.0,0.0,0.0,21.9,19.9,51.5,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1,48.4,0.0,32.4,0.0,50.2,38.1,0.0,0.0,0.0,25.6,51.8,36.4,4151.0,63.9,0,0.0,51.6,48.7,3.6,1.57,418.3,0,1,,22.9,36.4,32.4,0.0,49.3,50.7,11.9,24.6,47.5,74.1,48.4,51.9,NONE,0.0,0.0,No strong basis,,0,Mangrove,No mapped supply
8666a09a7ffffff,36.45,0.0,0.0,nearshore,8.31,Colón,Donoso,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,11.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,4.59,5,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,17.6,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,59.2,0.0,5.9,0.0,51.9,8.3,0.45,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,40.8,19.8,16.39,12.24,358.62,0,0,no road access within 10 km,5.0,5.9,5.9,0.0,26.7,22.4,3.4,11.0,12.8,16.7,13.9,7.6,NONE,0.0,0.0,No strong basis,,0,Coastal water,No mapped supply
8666a5027ffffff,36.37,32.822,0.902,coastal,0.0,Panamá,Panamá,Ciudad de Panama - Taboga,priority,0.8524,0.0,0.0348,0.0,0.0037,0.0,0.0,0.087,0.022,0.0,0.0,4310,105.2,284.9,25.0,259.9,1226.0,0.805,0.805,0.0,0.0,Soberanía,Parque Nacional,Isthmian-Atlantic moist forests,Tropical Moist Forest,Canal de Panamá,0.137,0.87,4,0,4,0,0,1,0,0,0,0,7,1,0,0,1.3,1.34,2062011,765,578,116,71,0,66.0,0.0,91.4,40.8,53.1,1,4.5,0.0,74.7,0.0,44.2,0.0,81.3,56.4,0.0,99.9,99.9,27.7,33.5,6.0,4.5,9.0,12.0,0.0,0.0,86.1,71.8,91.5,91.1,0.0,0.0,76.2,81.5,61.2,63.8,70.6,78.1,53.4,0.0,0.0,36.4,55.4,89.3,49.2,37490.0,95.0,0,0.0,18.5,57.9,1.87,2.6,252.88,0,1,,64.2,12.4,0.0,4.5,56.9,50.7,62.6,43.1,47.5,95.0,97.4,98.8,MANAGE,43.1,98.8,Manage / Avoid,INVEST; ADAPT,1,Dense forest,Established hub
8666a361fffffff,37.74,0.0,0.0,marine,10.11,Veraguas,Mariato,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4453,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.066,0.0,Sur de Veraguas,Zona Especial de Manejo,,,,0.0,13.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,7.06,242,24,20,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,25.4,0.0,33.2,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.09999999999999,38.9,0.0,3.4,0.0,33.2,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,61.1,21.3,18.09,17.55,350.73,0,0,no road access within 10 km,5.7,3.4,3.4,0.0,19.9,20.4,2.5,10.5,10.4,7.7,4.9,6.7,NONE,0.0,0.0,No strong basis,,0,Open water,No mapped supply
866613777ffffff,37.16,37.163,1.0,inland,0.0,Darién,Chepigana,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4375,789.0,1253.2,254.9,998.3,0.0,1.0,1.0,0.0,0.0,Darién,Parque Nacional,Eastern Panamanian montane forests,Pre Montane Rain Forest,Ríos entre el Sambú y el Juradó,0.0,16.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.97,26.99,5,2,0,2,0,0,96.3,0.0,0.0,0.0,91.8,0,0.0,0.0,0.0,0.0,0.0,0.0,93.8,84.1,0.0,17.6,19.9,95.7,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999972,0.7999999999999972,0.0,46.3,0.0,0.8,56.3,0.0,0.0,0.0,97.6,31.1,55.1,0.0,0.0,0,0.0,99.2,25.0,24.23,9.82,13.95,1,0,Darien Gap border region (standing travel advisories),73.8,0.6,46.3,0.0,18.4,16.7,5.9,18.1,5.7,5.9,21.3,23.9,PROTECT,16.7,5.7,Protect / Restore,,0,Dense forest,No mapped supply
8666b1137ffffff,37.38,0.0,0.0,nearshore,1.76,Chiriquí,Barú,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.11,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,8.49,5,4,0,4,0,0,0.0,0.0,0.0,37.1,0.0,0,0.5,0.5,23.5,27.6,56.6,0.0,0.0,0.0,0.0,20.6,19.9,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,47.5,0.0,0.0,84.4,0.0,0.0,57.5,28.90000000000001,0.0,24.1,24.6,47.5,18.4,3.24,63.1,30.6,0.0,0.0,43.9,1236.0,37.7,0,0.0,71.1,44.4,8.8,5.66,551.98,0,1,,11.0,43.9,0.0,0.0,35.6,35.9,21.9,14.6,27.8,33.7,68.5,14.8,NONE,0.0,0.0,No strong basis,,0,Coastal water,Emerging
